rotten_tomatoes_link,movie_title,movie_info,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,binned
m/felt,Felt,"A woman (Amy Everson) creates costumed alter egos to cope with past trauma, but they soon begin to turn violent.",NR,"Drama, Horror, Mystery & Suspense, Romance",Jason Banker,"Jason Banker, Amy Everson","Amy Everson, Alanna Reynolds, Kentucker Audley, Roxanne Lauren Knouse, Ryan Creighton, Elisabeth Ferrara, Merkley, Brendan Miller, Tony Ruiz, Mark Skubala, Brandileigha Stracner",2015-06-26,2016-08-10,80.0,Amplify Releasing,Fresh,64.0,33.0,Spilled,37.0,401.0,9,21,13,AVG
m/fences_2016,Fences,"Troy Maxson (Denzel Washington) makes his living as a sanitation worker in 1950s Pittsburgh. Maxson once dreamed of becoming a professional baseball player, but was deemed too old when the major leagues began admitting black athletes. Bitter over his missed opportunity, Troy creates further tension in his family when he squashes his son's (Jovan Adepo) chance to meet a college football recruiter.",PG-13,Drama,Denzel Washington,August Wilson,"Denzel Washington, Viola Davis, Stephen McKinley Henderson, Mykelti Williamson, Russell Hornsby, Jovan Adepo, Christopher Mele, Lesley Boone, Jason Silvis, Toussaint Raphael Abessolo, Theresa Cook, Dontez James, Malik Abdul Khaaliq, Aristle Jones, IV, Tra'Waan Coles, Chris McCail, Kameron Peters, Joshua Tronoski",2016-12-25,2017-02-24,133.0,Paramount Pictures,Certified-Fresh,92.0,265.0,Upright,75.0,36228.0,54,243,22,HIT
m/feral_2018,Feral,"A wild animal attacks six grad students on a weekend hike in the woods. One by one, they become infected with an unknown virus that turns them into bloodthirsty creatures.",NR,Horror,Mark Young,"Mark Young, Adam Frazier","Scout Taylor-Compton, Brock Vincent Kelly, Lew Temple, Olivia Luccardi, Renee Olstead",2018-05-25,2018-05-25,92.0,IFC Films,Rotten,35.0,17.0,Spilled,21.0,100.0,4,6,11,FLOP
m/ferdinand,Ferdinand,"Ferdinand is a young bull who escapes from a training camp in rural Spain after his father never returns from a showdown with a matador. Adopted by a girl who lives on a farm, Ferdinand's peaceful existence comes crashing down when the authorities return him to his former captors. With help from a wisecracking goat and three hedgehogs, the giant but gentle bovine must find a way to break free before he squares off against El Primero, the famous bullfighter who never loses.",PG,"Animation, Comedy, Drama",Carlos Saldanha,"Robert L. Baird, Tim Federle, Brad Copeland","John Cena, Kate McKinnon, Gina Rodriguez, Daveed Diggs, Gabriel Iglesias, Bobby Cannavale, David Tennant, Anthony Anderson, Flula Borg, Sally Phillips, Boris Kodjoe, Jerrod Carmichael, Raul Esparza, Karla Martínez (III), Miguel Ángel Silvestre, Peyton Manning, Juanes, Karla Martínez, Raul Esparza, Jeremy Sisto, Jack Gore, Jet Jurgensmeyer, Nile Diaz, Colin H. Murphy, Luis Carlos de la Lombana, Lily Day, Jordi Caballero, Maria Peyramaure, Naz Homa, Andreas A. Esparza, James Palumbo, Bernardo De Paula, Belita Moreno, Tim Nordquist, Alvaro Mendoza, Carlos Reig-Plaza, Cindy Slattery, Jason Fricchione, Susana Ballesteros, Ana Patricia Gamez",2017-12-15,2018-02-23,108.0,Blue Sky Studio/20th Century Fox,Fresh,72.0,120.0,Spilled,51.0,6958.0,22,86,34,AVG
m/fetih_1453_2012,Fetih 1453 (Conquest 1453),"After the death of his father, Sultan Mehmet II takes the Ottoman throne and gathers his forces to lay siege to Constantinople.",NR,Drama,Faruk Aksoy,"Atilla Engin, Irfan Saruhan, Faruk Aksoy","Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun, Recep Aktug, Erden Alkan, Sahika Koldemir, Naci Adiguzel, Erdogan Aydemir",2012-04-06,2016-08-10,160.0,Independent Pictures,Rotten,40.0,5.0,Spilled,53.0,470.0,2,2,3,FLOP
m/field_of_lost_shoes,Field of Lost Shoes,"In 1864, a group of sheltered, teenage Confederate cadets are ordered into battle to prevent Union forces from taking the Shenandoah Valley.",PG-13,"Action & Adventure, Drama",Sean McNamara,"Dave Kennedy, Thomas Farrell","David Arquette, Lauren Holly, Jason Isaacs, Nolan Gould, Luke Benward, Tom Skerritt, Zach Roerig, Mary Matilyn Mouser, Keith David, Gale Harold, Parker Croft, Josh Zuckerman, Courtney Gains, Max Lloyd-Jones, Sean Marquette, Sean Ryan Fox, Sean McNamara, Werner Daehn, Erik Aude, Michael Goodwin",2014-09-26,2017-02-14,96.0,Bosch Media,Rotten,40.0,5.0,Spilled,50.0,294.0,2,2,3,FLOP
m/fifty_shades_darker,Fifty Shades Darker,"When a wounded Christian Grey (Jamie Dornan) tries to entice a cautious Anastasia Steele (Dakota Johnson) back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian's past start to circle them, determined to destroy their hopes for a future together.",R,"Drama, Romance",James Foley,Niall Leonard,"Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Dylan Neal, Victor Rasuk, Eloise Mumford, Bella Heathcote, Max Martini, Kim Basinger, Marcia Gay Harden, Bruce Altman, Andrew Airlie, Robinne Lee, Amy Price-Francis, Fay Masterson, Ryker Brown, Logan Brown, John Callander, Carmen Dollard, Ellen Ewusie, Elizabeth McLaughlin, Albert Nicholas, Stephan Miers, Michael Meneer, Michael St. John Smith, Derek Green, Michelle Harrison, Mark DeCarlo, Bill Dow, Ashleigh LaThrop, Stephanie Florian, Julia Dominczak, Shiraine Haas, Colin Lawrence, Lucia Walters, Brooke Johnston, Paniz Zade, Carmel Amit, Isaiah Dobbs, Gala Crooner, Jose James, Otis Brown, Josh Hari, Rob Compton, Neezar Joseph Elferzeli, Ryan Mellors, Chris Murdoch, Gary Hudson",2017-02-10,2017-04-25,118.0,Universal Pictures,Rotten,11.0,203.0,Spilled,48.0,27575.0,46,23,181,FLOP
m/fifty_shades_freed,Fifty Shades Freed,"Believing they've left behind the shadowy figures from the past, billionaire Christian Grey and his new wife, Anastasia, fully embrace their inextricable connection and shared life of luxury. Just as the Greys begin to step into their new roles, sinister events come to light and jeopardize their happy ending before it even begins.",R,Drama,James Foley,Niall Leonard,"Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Victor Rasuk, Jennifer Ehle, Eloise Mumford, Max Martini, Callum Keith Rennie, Bruce Altman, Arielle Kebbel, Robinne Lee, Brant Daugherty, Marcia Gay Harden, Kim Basinger, Amy Price-Francis, Fay Masterson, Ashleigh LaThrop, Tyler Hoechlin",2018-02-09,2018-10-30,105.0,Universal Pictures,Rotten,11.0,192.0,Spilled,37.0,5736.0,37,22,171,FLOP
m/fifty_shades_of_black,Fifty Shades of Black,"In a spoof of ""Fifty Shades of Grey,"" Hannah Steele interviews entrepreneur Christian Black (Marlon Wayans) for her roommate's school newspaper. The wealthy and eligible Black quickly learns how clumsy the young woman is. As flirtation leads to attraction, Christian invites Hannah to his home and introduces her to his kinky world of S&M. Despite their different backgrounds, the new couple consistently surprise each other with how far they're willing to go to make their relationship work.",R,Comedy,Michael Tiddes,"Marlon Wayans, Rick Alvarez","Marlon Wayans, Kali Hawk, Mike Epps, Andrew Bachelor, Affion Crockett, Jane Seymour, Fred Willard, Florence Henderson, Karli Karissa, Alice Rietveld, Marissa D'Onofrio, Katelyn Causey, Brad Schmidt, Stephen Todt, Megan Salmans, Chaunte Wayans, Jenny Zigrino, Bud Galloway, K.T. Wiegman, James McMann, Vincent Oshana, Johnny Meyer, Jordan Craig, Thomas James Kepner, Joey Romaine, Ken McGuire, Sydney Castillo, Irene Choi, D.C. Ervin, Damon Wayans",2016-01-29,2016-08-24,92.0,Open Road Films,Rotten,7.0,46.0,Spilled,19.0,11154.0,11,3,43,FLOP
m/fifty_shades_of_grey,Fifty Shades of Grey,"When college senior Anastasia Steele (Dakota Johnson) steps in for her sick roommate to interview prominent businessman Christian Grey (Jamie Dornan) for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",R,Romance,Sam Taylor-Johnson,"Kelly Marcel, E.L. James","Jamie Dornan, Dakota Johnson, Jennifer Ehle, Luke Grimes, Marcia Gay Harden, Max Martini, Eloise Mumford, Dylan Neal, Rita Ora, Victor Rasuk, Callum Keith Rennie, Andrew Airlie, Elliat Albrecht, Rachel Skarsten, Emily Fonda, Anthony Konechny, Bruce Dawson, Tom Butler, Christine Willes, Chris Shields, Anna Louise Sargeant, Megan Danso, Jason Cermak, Brent McLaren, Steven Cree Molison, Elise Gatien, Reese Alexander, David Orth, Julia Dominczak, Elizabeth Chodar",2015-02-13,2016-01-05,125.0,Focus Features,Rotten,25.0,280.0,Spilled,41.0,83751.0,58,69,211,FLOP
m/fighting_with_my_family,Fighting with My Family,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",PG-13,Comedy,Stephen Merchant,Stephen Merchant,"Florence Pugh, Dwayne Johnson, Lena Headey, Nick Frost, Jack Lowden, Vince Vaughn, Kimberly Matula, Stephen Merchant, Saraya-Jade Bevis, Chloe Csengery, Aqueela Zoll, Paul Wight, Eli Jane, Julia Davis, Stephen Farrelly, Hannah Rae, Thea Trinidad, Jacqueline Ramnarine, Helena Holmes, Josh Myers (II)",2019-02-22,2019-04-30,107.0,MGM,Certified-Fresh,92.0,234.0,Upright,82.0,3940.0,39,217,18,HIT
m/fill_the_void,Fill the Void,"After a young Hasidic woman dies in childbirth, her 18-year-old sister (Hadas Yaron) is asked to cancel her upcoming marriage to a promising young man and marry her widowed brother-in-law (Yiftach Klein) instead.",PG,"Art House & International, Drama",Rama Burshtein,Rama Burshtein,"Hadas Yaron, Yiftach Klein, Irith Sheleg, Irit Sheleg, Chaim Sharir, Razia Israely, Raiza Israeli, Hila Feldman, Renana Raz, Yael Tal, Michael David Weigl, Ido Samuel, Neta Moran, Melech Thal",2013-05-24,2014-09-07,90.0,Sony Pictures Classics,Certified-Fresh,89.0,74.0,Upright,69.0,4119.0,26,66,8,HIT
m/filly_brown_2012,Filly Brown,"Majo Tonorio (Gina Rodriguez), a talented hip-hop artist, is offered a record deal from a sleazy producer. She faces a difficult choice between selling out for money or staying true to herself and her music.",R,Drama,"Michael D. Olmos, Youssef Delara",Youssef Delara,"Gina Rodriguez, Jenni Rivera, Lou Diamond Phillips, Edward James Olmos, Emilio Rivera, Joseph Julian Soria",2013-04-19,2016-08-10,99.0,Indomina Media Inc.,Rotten,42.0,12.0,Upright,72.0,3958.0,6,5,7,FLOP
m/film_stars_dont_die_in_liverpool,Film Stars Don't Die in Liverpool,"Hollywood actress Gloria Grahame finds romance and happiness with a younger man, but her life changes forever when she is diagnosed with breast cancer in the 1970s.",R,"Art House & International, Drama, Romance",Paul McGuigan,Matt Greenhalgh,"Annette Bening, Jamie Bell, Julie Walters, Stephen Graham, Vanessa Redgrave, Kenneth Cranham, Jodie McNee, Joanna Brookes, Pete Lee-Wilson, Jay Villiers, Marina Bye, Frances Barber, Pandora Colin, Alexander Arnold, Gemma Oaten, Leanne Best, Bentley Kalu, Tim Ahern, Peter Turner, Tom Brittney",2017-12-29,2018-04-09,106.0,Sony Pictures Classics,Certified-Fresh,80.0,167.0,Upright,67.0,1325.0,35,134,33,AVG
m/filth_2013,Filth,"A drug-addled, manipulative misanthrope (James McAvoy) begins to experience increasingly severe hallucinations as he tries to solve the murder of a Japanese student.",R,"Art House & International, Comedy, Drama",Jon S. Baird,"Jon S. Baird, Irvine Welsh","James McAvoy, Ron Donachie, Jamie Bell, Jim Broadbent, Imogen Poots, Emun Elliott, Eddie Marsan, Joanne Froggatt, Gary Lewis, John Sessions, Shauna Macdonald, Brian McCardie, Kate Dickie, Martin Compston, Iain De Caestecker, Shirley Henderson, Joy McAvoy, Jordan Young, Pollyanna McIntosh, Bobby Rainsbury, Michael Moreland",2014-05-30,2016-08-10,97.0,Magnet Releasing,Fresh,66.0,97.0,Upright,67.0,15884.0,24,64,33,AVG
m/final_destination_5,Final Destination 5,"During a bus ride with his colleagues to a corporate retreat, Sam (Nicholas D'Agosto) experiences a horrifying vision: the suspension bridge that they -- and many others -- are crossing starts to crumble around them. When his vision ends and, almost immediately, starts to come true, Sam takes quick action that saves a number of people, including his girlfriend, Molly (Emma Bell), and his best friend, Peter (Miles Fisher). However, the survivors soon find that Death will not be denied.",R,Horror,Steven Quale,Eric Heisserer,"Nick D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe, Jacqueline MacInnes Wood, P.J. Byrne, Arlen Escarpeta, David Koechner, Courtney B. Vance, Arlen Alexander Escarpeta, Tony Todd, Brent Stait, Roman Podhora, Jasmin Dring, Barclay Hope, Chasty Ballesteros, Mike Dopud, Tanya Hubbard, Frank Topol, Tim Fellingham, Blaine Anderson, Dawn Chubai, Ryan Hesp, Ian Thompson, Andy Nez, Jodi Balfour, June B. Wilde, Brittany Rogers, Diana Pavlovská, Michael D. Adamthwaite, Grace Baek, Allan Wilson",2011-08-12,2013-10-31,92.0,Warner Bros.,Fresh,62.0,137.0,Spilled,52.0,52161.0,34,85,52,AVG
m/final_girl,Final Girl,"Veronica, the new girl in town, is lured into the woods by a group of senior boys looking to make her a victim. But the boys don't know that Veronica's been trained to handle herself in surprisingly lethal ways.",R,"Drama, Mystery & Suspense",Tyler Shields,Adam Prince,"Abigail Breslin, Alexander Ludwig, Wes Bentley, Logan Huffman, Cameron Bright, Emma Paetz, Gracyn Shinyei, Francesca Eastwood, Desiree Zurowski, Brett London",2015-08-14,2016-11-01,90.0,Cinedigm Entertainment,Rotten,31.0,13.0,Spilled,24.0,938.0,2,4,9,FLOP
m/final_portrait,Final Portrait,"In 1964, American writer James Lord is asked to sit for a portrait by artist Alberto Giacometti.",R,"Art House & International, Documentary, Drama",Stanley Tucci,Stanley Tucci,"Geoffrey Rush, Armie Hammer, Clémence Poésy, Tony Shalhoub, Sylvie Testud",2018-03-23,2018-08-01,90.0,Sony Pictures Classics,Certified-Fresh,73.0,129.0,Spilled,48.0,636.0,31,94,35,AVG
m/final_score_2018,Final Score,A former soldier wages a one-man war against deadly terrorists who hold his niece hostage at a soccer game.,R,"Action & Adventure, Drama",Scott Mann,"Jonathan Frank, David T. Lynch, Keith Lynch","Dave Bautista, Pierce Brosnan, Ray Stevenson, Martyn Ford, Kamil Lemieszewski, Lara Peake",2018-09-14,2018-09-14,105.0,Saban Films,Fresh,71.0,34.0,Spilled,38.0,308.0,8,24,10,AVG
m/finding_altamira,Finding Altamira (Altamira),"In 1879, a Spanish archaeologist (Antonio Banderas) and his daughter (Allegra Allen) cause worldwide controversy when they discover cave paintings that are 10,000 years old.",NR,"Art House & International, Drama",Hugh Hudson,"José Luis López-Linares, Olivia Hetreed","Antonio Banderas, Golshifteh Farahani, Allegra Allen, Clement Sibony, Pierre Niney, Rupert Everett, Tábata Cerezo, Tristan Ulloa, Irene Escolar, Henry Goodman, Nicholas Farrell, Javivi Gil Valle, Lluís Soler, Chantal Garsan, Maryam d'Abo, Jose Luis Esteban, Gonzalo Cunill, Ximena Vera, Kike Guaza",2016-09-16,2016-09-16,93.0,Mare Nostrum Productions,Fresh,69.0,16.0,Spilled,46.0,193.0,6,11,5,AVG
m/finding_dory,Finding Dory,"Dory (Ellen DeGeneres) is a wide-eyed, blue tang fish who suffers from memory loss every 10 seconds or so. The one thing she can remember is that she somehow became separated from her parents as a child. With help from her friends Nemo and Marlin, Dory embarks on an epic adventure to find them. Her journey brings her to the Marine Life Institute, a conservatory that houses diverse ocean species. Dory now knows that her family reunion will only happen if she can save mom and dad from captivity.",PG,Animation,"Andrew Stanton, Angus MacLane","Andrew Stanton, Victoria Strouse","Ed O'Neill, Dominic West, Andrew Stanton, Bennett Dammann, Bob Peterson, Torbin Xan Bullock, Bill Hader, Kate McKinnon, Sigourney Weaver, Alexander Gould, Katherine Ringgold, Lucia Geddes, John Ratzenberger, Angus MacLane, Willem Dafoe, Brad Garrett, Allison Janney, Austin Pendleton, Stephen Root, Vicki Lewis, Jérôme Ranft, Ellen DeGeneres, Albert Brooks, Diane Keaton, Kaitlin Olson, Hayden Rolence, Ty Burrell, Eugene Levy, Sloane Murray, Idris Elba",2016-06-17,2016-10-25,103.0,Walt Disney Pictures/PIXAR,Certified-Fresh,94.0,329.0,Upright,84.0,181985.0,62,310,20,HIT
m/finding_steve_mcqueen,Finding Steve McQueen,The FBI launches its biggest manhunt when an unlikely gang of thieves tries to steal $30 million in illegal campaign contributions from President Richard Nixon's secret fund.,R,"Action & Adventure, Comedy",Mark Steven Johnson,"Ken Hixon, Keith Sharon","Travis Fimmel, Rachel Taylor, William Fichtner, Lily Rabe, Rhys Coiro, Forest Whitaker",2019-03-15,2019-03-15,90.0,Momentum Pictures,Rotten,52.0,23.0,Upright,63.0,84.0,6,12,11,FLOP
m/finding_vivian_maier,Finding Vivian Maier,"The life and work of career nanny Vivian Maier and her amazing collection of 100,000 photographs.",NR,"Documentary, Special Interest","Charlie Siskel, John Maloof","Charlie Siskel, John Maloof","Vivian Maier, John Maloof, Mary Ellen Mark, Phil Donahue, Duffy Levant, Joe Matthews, Michael Strauss, Howard Greenberg, Daniel Arnaud, Sylvain Jaussaud, Simon Amédé, Patrick Kennedy, Maren Baylaender, Virginia Kennedy, Eula Biss, Bindy Bitterman, Jennifer Levant, Roger Carlson, Sarah Matthews-Ludington, Karen Frank, Edward ""Joe"" Matthews, Dayanara Garcia, Linda Matthew, Linda Matthews, Jennifer Rofé, Jacqueline Bruni-Maniér, Jacqueline Bruni-Mani, Tim Roth, Cathy Bruni-Norris, Bill Sacco, Anne Croghan O'Brien, Mark Sage, John Perbohner, Judy Swisher, Chuck Swisher, Simon Philippe, Ginger Tam, Carole Pohn, Zalman Usiskin, Laura Usiskin, Inger Raymond, Laura Walker, Steve Rifkin, Pamela Gaye Walker, Barry Wallis",2014-03-21,2016-12-05,83.0,IFC Films,Certified-Fresh,95.0,100.0,Upright,89.0,9037.0,33,95,5,HIT
m/finding_your_feet,Finding Your Feet,"When ""Lady"" Sandra Abbott discovers that her husband of 40 years is having an affair with her best friend, she seeks refuge in London with her estranged, older sister Bif. The two could not be more different - Sandra is a fish out of water next to her outspoken, serial dating, free-spirited sibling. But different is just what Sandra needs at the moment, and she reluctantly lets Bif drag her along to a community dance class, where she starts finding her feet.",PG-13,"Comedy, Drama, Romance",Richard Loncraine,"Meg Leonard, Nick Moorcroft","Timothy Spall, Joanna Lumley, Imelda Staunton, Celia Imrie, David Hayman, Indra Ove, John Sessions, Josie Lawrence, Richard Hope, Victoria Wicks, Sian Thomas, Jacqueline Ramnarine, Marianne Oldham",2018-03-30,2018-07-05,111.0,Roadside Attractions,Fresh,70.0,88.0,Spilled,55.0,613.0,21,62,26,AVG
